Dataset,Fold,Classifier,Resampler,Metric,Score
flare-F,2,MLP,RBO,G-mean,0.6583371006522708
ecoli-0-1_vs_2-3-5,6,CART,RBO,Precision,0.6153846153846154
ecoli-0-1_vs_2-3-5,6,CART,RBO,Recall,0.6666666666666666
ecoli-0-1_vs_2-3-5,6,CART,RBO,AUC,0.8106060606060606
ecoli-0-1_vs_2-3-5,6,CART,RBO,G-mean,0.7977240352174656
ecoli-0-1_vs_2-3-5,6,KNN,RBO,Precision,0.8333333333333334
ecoli-0-1_vs_2-3-5,6,KNN,RBO,Recall,0.8333333333333334
ecoli-0-1_vs_2-3-5,6,KNN,RBO,AUC,0.9075757575757576
ecoli-0-1_vs_2-3-5,6,KNN,RBO,G-mean,0.9045340337332908
ecoli-0-1_vs_2-3-5,6,SVM,RBO,Precision,0.8888888888888888
ecoli-0-1_vs_2-3-5,6,SVM,RBO,Recall,0.6666666666666666
ecoli-0-1_vs_2-3-5,6,SVM,RBO,AUC,0.8287878787878787
ecoli-0-1_vs_2-3-5,6,SVM,RBO,G-mean,0.8127767593909541
ecoli-0-1_vs_2-3-5,6,MLP,RBO,Precision,0.6666666666666666
ecoli-0-1_vs_2-3-5,6,MLP,RBO,Recall,0.6666666666666666
ecoli-0-1_vs_2-3-5,6,MLP,RBO,AUC,0.8151515151515151
ecoli-0-1_vs_2-3-5,6,MLP,RBO,G-mean,0.8015137194235932
yeast5,9,CART,RBU,Precision,0.2298850574712644
yeast5,9,CART,RBU,Recall,0.9090909090909092
yeast5,9,CART,RBU,AUC,0.9080176767676768
yeast5,9,CART,RBU,G-mean,0.9080170425134924
yeast5,9,KNN,RBU,Precision,0.2727272727272727
yeast5,9,KNN,RBU,Recall,0.9545454545454546
yeast5,9,KNN,RBU,AUC,0.9383838383838384
yeast5,9,KNN,RBU,G-mean,0.9382446537567004
yeast5,9,SVM,RBU,Precision,0.2631578947368421
yeast5,9,SVM,RBU,Recall,0.9090909090909092
yeast5,9,SVM,RBU,AUC,0.9156565656565656
yeast5,9,SVM,RBU,G-mean,0.9156330260447352
yeast5,9,MLP,RBU,Precision,0.2307692307692308
yeast5,9,MLP,RBU,Recall,0.9545454545454546
yeast5,9,MLP,RBU,AUC,0.928661616161616
yeast5,9,MLP,RBU,G-mean,0.9283008263717232
ecoli-0-2-6-7_vs_3-5,6,CART,PAU,Precision,0.4705882352941176
ecoli-0-2-6-7_vs_3-5,6,CART,PAU,Recall,0.7272727272727273
ecoli-0-2-6-7_vs_3-5,6,CART,PAU,AUC,0.8190819081908192
ecoli-0-2-6-7_vs_3-5,6,CART,PAU,G-mean,0.8139202950072338
ecoli-0-2-6-7_vs_3-5,6,KNN,PAU,Precision,0.6428571428571429
ecoli-0-2-6-7_vs_3-5,6,KNN,PAU,Recall,0.8181818181818182
ecoli-0-2-6-7_vs_3-5,6,KNN,PAU,AUC,0.8843384338433844
ecoli-0-2-6-7_vs_3-5,6,KNN,PAU,G-mean,0.8818604015244009
ecoli-0-2-6-7_vs_3-5,6,SVM,PAU,Precision,1.0
ecoli-0-2-6-7_vs_3-5,6,SVM,PAU,Recall,0.8181818181818182
ecoli-0-2-6-7_vs_3-5,6,SVM,PAU,AUC,0.9090909090909092
ecoli-0-2-6-7_vs_3-5,6,SVM,PAU,G-mean,0.9045340337332908
ecoli-0-2-6-7_vs_3-5,6,MLP,PAU,Precision,0.6428571428571429
ecoli-0-2-6-7_vs_3-5,6,MLP,PAU,Recall,0.8181818181818182
ecoli-0-2-6-7_vs_3-5,6,MLP,PAU,AUC,0.8843384338433844
ecoli-0-2-6-7_vs_3-5,6,MLP,PAU,G-mean,0.8818604015244009
haberman,8,CART,RBU,Precision,0.3448275862068966
haberman,8,CART,RBU,Recall,0.5
haberman,8,CART,RBU,AUC,0.581858407079646
haberman,8,CART,RBU,G-mean,0.5760715294819264
haberman,8,KNN,RBU,Precision,0.3333333333333333
haberman,8,KNN,RBU,Recall,0.4
haberman,8,KNN,RBU,AUC,0.5584070796460177
haberman,8,KNN,RBU,G-mean,0.5354677055778566
haberman,8,SVM,RBU,Precision,0.5357142857142857
haberman,8,SVM,RBU,Recall,0.375
haberman,8,SVM,RBU,AUC,0.6299778761061947
haberman,8,SVM,RBU,G-mean,0.5760715294819264
haberman,8,MLP,RBU,Precision,0.4565217391304348
haberman,8,MLP,RBU,Recall,0.525
haberman,8,MLP,RBU,AUC,0.6518805309734513
haberman,8,MLP,RBU,G-mean,0.6394134480303991
kddcup-rootkit-imap_vs_back,6,CART,PAO,Precision,1.0
kddcup-rootkit-imap_vs_back,6,CART,PAO,Recall,0.8181818181818182
kddcup-rootkit-imap_vs_back,6,CART,PAO,AUC,0.9090909090909092
kddcup-rootkit-imap_vs_back,6,CART,PAO,G-mean,0.9045340337332908
kddcup-rootkit-imap_vs_back,6,KNN,PAO,Precision,1.0
kddcup-rootkit-imap_vs_back,6,KNN,PAO,Recall,0.8181818181818182
kddcup-rootkit-imap_vs_back,6,KNN,PAO,AUC,0.9090909090909092
kddcup-rootkit-imap_vs_back,6,KNN,PAO,G-mean,0.9045340337332908
kddcup-rootkit-imap_vs_back,6,SVM,PAO,Precision,1.0
kddcup-rootkit-imap_vs_back,6,SVM,PAO,Recall,0.9090909090909092
kddcup-rootkit-imap_vs_back,6,SVM,PAO,AUC,0.9545454545454546
kddcup-rootkit-imap_vs_back,6,SVM,PAO,G-mean,0.9534625892455924
kddcup-rootkit-imap_vs_back,6,MLP,PAO,Precision,1.0
kddcup-rootkit-imap_vs_back,6,MLP,PAO,Recall,0.9090909090909092
kddcup-rootkit-imap_vs_back,6,MLP,PAO,AUC,0.9545454545454546
kddcup-rootkit-imap_vs_back,6,MLP,PAO,G-mean,0.9534625892455924
yeast-2_vs_4,6,CART,RBU,Precision,0.4137931034482759
yeast-2_vs_4,6,CART,RBU,Recall,0.96
yeast-2_vs_4,6,CART,RBU,AUC,0.9067241379310343
yeast-2_vs_4,6,CART,RBU,G-mean,0.9051576353473391
yeast-2_vs_4,6,KNN,RBU,Precision,0.46
yeast-2_vs_4,6,KNN,RBU,Recall,0.92
yeast-2_vs_4,6,KNN,RBU,AUC,0.9018103448275862
yeast-2_vs_4,6,KNN,RBU,G-mean,0.9016268820763712
yeast-2_vs_4,6,SVM,RBU,Precision,0.5789473684210527
yeast-2_vs_4,6,SVM,RBU,Recall,0.88
yeast-2_vs_4,6,SVM,RBU,AUC,0.9055172413793104
yeast-2_vs_4,6,SVM,RBU,G-mean,0.9051576353473391
yeast-2_vs_4,6,MLP,RBU,Precision,0.44
yeast-2_vs_4,6,MLP,RBU,Recall,0.88
yeast-2_vs_4,6,MLP,RBU,AUC,0.8796551724137931
yeast-2_vs_4,6,MLP,RBU,G-mean,0.8796551048270429
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBO,Precision,0.7857142857142857
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBO,Recall,0.7333333333333333
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBO,AUC,0.8568627450980392
ecoli-0-1-4-7_vs_2-3-5-6,9,CART,RBO,G-mean,0.8479116984486138
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBO,Precision,0.6666666666666666
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBO,Recall,0.8
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBO,AUC,0.8803921568627451
ecoli-0-1-4-7_vs_2-3-5-6,9,KNN,RBO,G-mean,0.8767140075192094
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBO,Precision,0.631578947368421
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBO,Recall,0.8
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBO,AUC,0.8771241830065359
ecoli-0-1-4-7_vs_2-3-5-6,9,SVM,RBO,G-mean,0.8737268982985802
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBO,Precision,0.6666666666666666
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBO,Recall,0.8
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBO,AUC,0.8803921568627451
ecoli-0-1-4-7_vs_2-3-5-6,9,MLP,RBO,G-mean,0.8767140075192094
ecoli-0-6-7_vs_5,8,CART,RBO,Precision,1.0
ecoli-0-6-7_vs_5,8,CART,RBO,Recall,0.7
ecoli-0-6-7_vs_5,8,CART,RBO,AUC,0.85
ecoli-0-6-7_vs_5,8,CART,RBO,G-mean,0.8366600265340756
ecoli-0-6-7_vs_5,8,KNN,RBO,Precision,0.7272727272727273
ecoli-0-6-7_vs_5,8,KNN,RBO,Recall,0.8
ecoli-0-6-7_vs_5,8,KNN,RBO,AUC,0.885
ecoli-0-6-7_vs_5,8,KNN,RBO,G-mean,0.8809086218218096
ecoli-0-6-7_vs_5,8,SVM,RBO,Precision,0.875
ecoli-0-6-7_vs_5,8,SVM,RBO,Recall,0.7
ecoli-0-6-7_vs_5,8,SVM,RBO,AUC,0.845
ecoli-0-6-7_vs_5,8,SVM,RBO,G-mean,0.8324662155306964
ecoli-0-6-7_vs_5,8,MLP,RBO,Precision,0.875
ecoli-0-6-7_vs_5,8,MLP,RBO,Recall,0.7
ecoli-0-6-7_vs_5,8,MLP,RBO,AUC,0.845
ecoli-0-6-7_vs_5,8,MLP,RBO,G-mean,0.8324662155306964
kddcup-buffer_overflow_vs_back,0,CART,PAU,Precision,0.3191489361702128
kddcup-buffer_overflow_vs_back,0,CART,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,0,CART,PAU,AUC,0.9854809437386568
kddcup-buffer_overflow_vs_back,0,CART,PAU,G-mean,0.9853739835602084
kddcup-buffer_overflow_vs_back,0,KNN,PAU,Precision,0.9333333333333332
kddcup-buffer_overflow_vs_back,0,KNN,PAU,Recall,0.9333333333333332
kddcup-buffer_overflow_vs_back,0,KNN,PAU,AUC,0.9662129461584996
kddcup-buffer_overflow_vs_back,0,KNN,PAU,G-mean,0.9656533479384592
kddcup-buffer_overflow_vs_back,0,SVM,PAU,Precision,0.8333333333333334
kddcup-buffer_overflow_vs_back,0,SVM,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,0,SVM,PAU,AUC,0.9986388384754992
kddcup-buffer_overflow_vs_back,0,SVM,PAU,G-mean,0.9986379108320484
kddcup-buffer_overflow_vs_back,0,MLP,PAU,Precision,0.21428571428571427
kddcup-buffer_overflow_vs_back,0,MLP,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,0,MLP,PAU,AUC,0.9750453720508168
kddcup-buffer_overflow_vs_back,0,MLP,PAU,G-mean,0.974725984111244
poker-8-9_vs_5,4,CART,PAO,Precision,0.07142857142857142
poker-8-9_vs_5,4,CART,PAO,Recall,0.07692307692307693
poker-8-9_vs_5,4,CART,PAO,AUC,0.5321200750469043
poker-8-9_vs_5,4,CART,PAO,G-mean,0.2755856802647397
poker-8-9_vs_5,4,KNN,PAO,Precision,0.05263157894736842
poker-8-9_vs_5,4,KNN,PAO,Recall,0.15384615384615385
poker-8-9_vs_5,4,KNN,PAO,AUC,0.5593621013133208
poker-8-9_vs_5,4,KNN,PAO,G-mean,0.3852827231209047
poker-8-9_vs_5,4,SVM,PAO,Precision,0.06578947368421052
poker-8-9_vs_5,4,SVM,PAO,Recall,0.38461538461538464
poker-8-9_vs_5,4,SVM,PAO,AUC,0.6576735459662288
poker-8-9_vs_5,4,SVM,PAO,G-mean,0.5983090619266014
poker-8-9_vs_5,4,MLP,PAO,Precision,0.09523809523809523
poker-8-9_vs_5,4,MLP,PAO,Recall,0.3076923076923077
poker-8-9_vs_5,4,MLP,PAO,AUC,0.6353095684803002
poker-8-9_vs_5,4,MLP,PAO,G-mean,0.5443208412658822
abalone-20_vs_8-9-10,9,CART,PAU,Precision,0.03307888040712468
abalone-20_vs_8-9-10,9,CART,PAU,Recall,1.0
abalone-20_vs_8-9-10,9,CART,PAU,AUC,0.7989417989417991
abalone-20_vs_8-9-10,9,CART,PAU,G-mean,0.7732293307186413
abalone-20_vs_8-9-10,9,KNN,PAU,Precision,0.032362459546925564
abalone-20_vs_8-9-10,9,KNN,PAU,Recall,0.7692307692307693
abalone-20_vs_8-9-10,9,KNN,PAU,AUC,0.7264143264143264
abalone-20_vs_8-9-10,9,KNN,PAU,G-mean,0.7251513813298062
abalone-20_vs_8-9-10,9,SVM,PAU,Precision,0.047058823529411764
abalone-20_vs_8-9-10,9,SVM,PAU,Recall,0.9230769230769232
abalone-20_vs_8-9-10,9,SVM,PAU,AUC,0.8329670329670329
abalone-20_vs_8-9-10,9,SVM,PAU,G-mean,0.8280786712108251
abalone-20_vs_8-9-10,9,MLP,PAU,Precision,0.06030150753768844
abalone-20_vs_8-9-10,9,MLP,PAU,Recall,0.9230769230769232
abalone-20_vs_8-9-10,9,MLP,PAU,AUC,0.8625966625966627
abalone-20_vs_8-9-10,9,MLP,PAU,G-mean,0.8604737883370652
kddcup-buffer_overflow_vs_back,1,CART,PAU,Precision,0.3
kddcup-buffer_overflow_vs_back,1,CART,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,1,CART,PAU,AUC,0.9841053587647592
kddcup-buffer_overflow_vs_back,1,CART,PAU,G-mean,0.9839769903455664
kddcup-buffer_overflow_vs_back,1,KNN,PAU,Precision,0.9285714285714286
kddcup-buffer_overflow_vs_back,1,KNN,PAU,Recall,0.8666666666666667
kddcup-buffer_overflow_vs_back,1,KNN,PAU,AUC,0.9328792007266122
kddcup-buffer_overflow_vs_back,1,KNN,PAU,G-mean,0.9305264657610138
kddcup-buffer_overflow_vs_back,1,SVM,PAU,Precision,0.4838709677419355
kddcup-buffer_overflow_vs_back,1,SVM,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,1,SVM,PAU,AUC,0.9927338782924614
kddcup-buffer_overflow_vs_back,1,SVM,PAU,G-mean,0.9927072864570516
kddcup-buffer_overflow_vs_back,1,MLP,PAU,Precision,0.1368421052631579
kddcup-buffer_overflow_vs_back,1,MLP,PAU,Recall,0.8666666666666667
kddcup-buffer_overflow_vs_back,1,MLP,PAU,AUC,0.8960944595821979
kddcup-buffer_overflow_vs_back,1,MLP,PAU,G-mean,0.895611124036561
glass2,0,CART,PAO,Precision,0.2
glass2,0,CART,PAO,Recall,0.375
glass2,0,CART,PAO,AUC,0.6268939393939393
glass2,0,CART,PAO,G-mean,0.5740604972870494
glass2,0,KNN,PAO,Precision,0.14285714285714285
glass2,0,KNN,PAO,Recall,0.375
glass2,0,KNN,PAO,AUC,0.5965909090909091
glass2,0,KNN,PAO,G-mean,0.5539117094069973
glass2,0,SVM,PAO,Precision,0.1
glass2,0,SVM,PAO,Recall,0.375
glass2,0,SVM,PAO,AUC,0.5511363636363636
glass2,0,SVM,PAO,G-mean,0.5222329678670936
glass2,0,MLP,PAO,Precision,0.10344827586206896
glass2,0,MLP,PAO,Recall,0.375
glass2,0,MLP,PAO,AUC,0.5561868686868686
glass2,0,MLP,PAO,G-mean,0.5258470799720689
winequality-red-3_vs_5,6,CART,PAO,Precision,0.0
winequality-red-3_vs_5,6,CART,PAO,Recall,0.0
winequality-red-3_vs_5,6,CART,PAO,AUC,0.4956011730205279
winequality-red-3_vs_5,6,CART,PAO,G-mean,0.0
winequality-red-3_vs_5,6,KNN,PAO,Precision,0.0
winequality-red-3_vs_5,6,KNN,PAO,Recall,0.0
winequality-red-3_vs_5,6,KNN,PAO,AUC,0.4926686217008798
winequality-red-3_vs_5,6,KNN,PAO,G-mean,0.0
winequality-red-3_vs_5,6,SVM,PAO,Precision,0.0
winequality-red-3_vs_5,6,SVM,PAO,Recall,0.0
winequality-red-3_vs_5,6,SVM,PAO,AUC,0.4970674486803519
winequality-red-3_vs_5,6,SVM,PAO,G-mean,0.0
winequality-red-3_vs_5,6,MLP,PAO,Precision,0.0
winequality-red-3_vs_5,6,MLP,PAO,Recall,0.0
winequality-red-3_vs_5,6,MLP,PAO,AUC,0.4956011730205279
winequality-red-3_vs_5,6,MLP,PAO,G-mean,0.0
winequality-white-3_vs_7,6,CART,RBU,Precision,0.02212389380530973
winequality-white-3_vs_7,6,CART,RBU,Recall,0.5
winequality-white-3_vs_7,6,CART,RBU,AUC,0.4988636363636364
winequality-white-3_vs_7,6,CART,RBU,G-mean,0.4988623420981347
winequality-white-3_vs_7,6,KNN,RBU,Precision,0.09090909090909093
winequality-white-3_vs_7,6,KNN,RBU,Recall,0.7
winequality-white-3_vs_7,6,KNN,RBU,AUC,0.7704545454545454
winequality-white-3_vs_7,6,KNN,RBU,G-mean,0.7672264096317094
winequality-white-3_vs_7,6,SVM,RBU,Precision,0.0707070707070707
winequality-white-3_vs_7,6,SVM,RBU,Recall,0.7
winequality-white-3_vs_7,6,SVM,RBU,AUC,0.7454545454545454
winequality-white-3_vs_7,6,SVM,RBU,G-mean,0.7440674456232873
winequality-white-3_vs_7,6,MLP,RBU,Precision,0.04895104895104895
winequality-white-3_vs_7,6,MLP,RBU,Recall,0.7
winequality-white-3_vs_7,6,MLP,RBU,AUC,0.6954545454545454
winequality-white-3_vs_7,6,MLP,RBU,G-mean,0.6954396908692828
cleveland-0_vs_4,7,CART,RBO,Precision,0.5
cleveland-0_vs_4,7,CART,RBO,Recall,0.3333333333333333
cleveland-0_vs_4,7,CART,RBO,AUC,0.6541666666666666
cleveland-0_vs_4,7,CART,RBO,G-mean,0.5700877125495689
cleveland-0_vs_4,7,KNN,RBO,Precision,0.6
cleveland-0_vs_4,7,KNN,RBO,Recall,0.5
cleveland-0_vs_4,7,KNN,RBO,AUC,0.7374999999999999
cleveland-0_vs_4,7,KNN,RBO,G-mean,0.6982120021884469
cleveland-0_vs_4,7,SVM,RBO,Precision,0.75
cleveland-0_vs_4,7,SVM,RBO,Recall,0.5
cleveland-0_vs_4,7,SVM,RBO,AUC,0.7437500000000001
cleveland-0_vs_4,7,SVM,RBO,G-mean,0.7026734661277598
cleveland-0_vs_4,7,MLP,RBO,Precision,0.75
cleveland-0_vs_4,7,MLP,RBO,Recall,1.0
cleveland-0_vs_4,7,MLP,RBO,AUC,0.9875
cleveland-0_vs_4,7,MLP,RBO,G-mean,0.9874208829065748
yeast5,6,CART,RBU,Precision,0.3448275862068966
yeast5,6,CART,RBU,Recall,0.9090909090909092
yeast5,6,CART,RBU,AUC,0.9281565656565656
yeast5,6,CART,RBU,G-mean,0.927960727138337
yeast5,6,KNN,RBU,Precision,0.3235294117647059
yeast5,6,KNN,RBU,Recall,1.0
yeast5,6,KNN,RBU,AUC,0.9680555555555556
yeast5,6,KNN,RBU,G-mean,0.9675283515799996
yeast5,6,SVM,RBU,Precision,0.34375
yeast5,6,SVM,RBU,Recall,1.0
yeast5,6,SVM,RBU,AUC,0.9708333333333332
yeast5,6,SVM,RBU,G-mean,0.9703951085339758
yeast5,6,MLP,RBU,Precision,0.275
yeast5,6,MLP,RBU,Recall,1.0
yeast5,6,MLP,RBU,AUC,0.959722222222222
yeast5,6,MLP,RBU,G-mean,0.9588766575761684
yeast-0-3-5-9_vs_7-8,3,CART,PAO,Precision,0.30303030303030304
yeast-0-3-5-9_vs_7-8,3,CART,PAO,Recall,0.4
yeast-0-3-5-9_vs_7-8,3,CART,PAO,AUC,0.6495614035087719
yeast-0-3-5-9_vs_7-8,3,CART,PAO,G-mean,0.5997075310574461
yeast-0-3-5-9_vs_7-8,3,KNN,PAO,Precision,0.234375
yeast-0-3-5-9_vs_7-8,3,KNN,PAO,Recall,0.6
yeast-0-3-5-9_vs_7-8,3,KNN,PAO,AUC,0.6925438596491229
yeast-0-3-5-9_vs_7-8,3,KNN,PAO,G-mean,0.6863327411532597
yeast-0-3-5-9_vs_7-8,3,SVM,PAO,Precision,0.3018867924528302
yeast-0-3-5-9_vs_7-8,3,SVM,PAO,Recall,0.64
yeast-0-3-5-9_vs_7-8,3,SVM,PAO,AUC,0.7388596491228071
yeast-0-3-5-9_vs_7-8,3,SVM,PAO,G-mean,0.7322160547797303
yeast-0-3-5-9_vs_7-8,3,MLP,PAO,Precision,0.25862068965517243
yeast-0-3-5-9_vs_7-8,3,MLP,PAO,Recall,0.6
yeast-0-3-5-9_vs_7-8,3,MLP,PAO,AUC,0.7057017543859649
yeast-0-3-5-9_vs_7-8,3,MLP,PAO,G-mean,0.6977407149243606
zoo-3,3,CART,RBU,Precision,0.047619047619047616
zoo-3,3,CART,RBU,Recall,0.5
zoo-3,3,CART,RBU,AUC,0.5416666666666666
zoo-3,3,CART,RBU,G-mean,0.5400617248673217
zoo-3,3,KNN,RBU,Precision,0.04878048780487805
zoo-3,3,KNN,RBU,Recall,1.0
zoo-3,3,KNN,RBU,AUC,0.59375
zoo-3,3,KNN,RBU,G-mean,0.4330127018922193
zoo-3,3,SVM,RBU,Precision,0.08695652173913042
zoo-3,3,SVM,RBU,Recall,1.0
zoo-3,3,SVM,RBU,AUC,0.78125
zoo-3,3,SVM,RBU,G-mean,0.75
zoo-3,3,MLP,RBU,Precision,0.1
zoo-3,3,MLP,RBU,Recall,1.0
zoo-3,3,MLP,RBU,AUC,0.8125
zoo-3,3,MLP,RBU,G-mean,0.7905694150420948
kddcup-buffer_overflow_vs_back,5,CART,RBU,Precision,0.6521739130434783
kddcup-buffer_overflow_vs_back,5,CART,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,5,CART,RBU,AUC,0.9963669391462308
kddcup-buffer_overflow_vs_back,5,CART,RBU,G-mean,0.9963603154945812
kddcup-buffer_overflow_vs_back,5,KNN,RBU,Precision,1.0
kddcup-buffer_overflow_vs_back,5,KNN,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,5,KNN,RBU,AUC,1.0
kddcup-buffer_overflow_vs_back,5,KNN,RBU,G-mean,1.0
kddcup-buffer_overflow_vs_back,5,SVM,RBU,Precision,0.6
kddcup-buffer_overflow_vs_back,5,SVM,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,5,SVM,RBU,AUC,0.9954586739327884
kddcup-buffer_overflow_vs_back,5,SVM,RBU,G-mean,0.9954483150146856
kddcup-buffer_overflow_vs_back,5,MLP,RBU,Precision,0.10135135135135136
kddcup-buffer_overflow_vs_back,5,MLP,RBU,Recall,1.0
kddcup-buffer_overflow_vs_back,5,MLP,RBU,AUC,0.9396003633060852
kddcup-buffer_overflow_vs_back,5,MLP,RBU,G-mean,0.9376570410401508
winequality-white-9_vs_4,9,CART,PAO,Precision,0.5
winequality-white-9_vs_4,9,CART,PAO,Recall,0.3333333333333333
winequality-white-9_vs_4,9,CART,PAO,AUC,0.6604938271604938
winequality-white-9_vs_4,9,CART,PAO,G-mean,0.5737753105492469
winequality-white-9_vs_4,9,KNN,PAO,Precision,0.5
winequality-white-9_vs_4,9,KNN,PAO,Recall,0.6666666666666666
winequality-white-9_vs_4,9,KNN,PAO,AUC,0.8209876543209875
winequality-white-9_vs_4,9,KNN,PAO,G-mean,0.8063533724843422
winequality-white-9_vs_4,9,SVM,PAO,Precision,1.0
winequality-white-9_vs_4,9,SVM,PAO,Recall,0.6666666666666666
winequality-white-9_vs_4,9,SVM,PAO,AUC,0.8333333333333333
winequality-white-9_vs_4,9,SVM,PAO,G-mean,0.8164965809277259
winequality-white-9_vs_4,9,MLP,PAO,Precision,0.6666666666666666
winequality-white-9_vs_4,9,MLP,PAO,Recall,0.6666666666666666
winequality-white-9_vs_4,9,MLP,PAO,AUC,0.8271604938271604
winequality-white-9_vs_4,9,MLP,PAO,G-mean,0.8114408259335794
glass-0-1-5_vs_2,0,CART,RBU,Precision,0.15384615384615385
glass-0-1-5_vs_2,0,CART,RBU,Recall,1.0
glass-0-1-5_vs_2,0,CART,RBU,AUC,0.7179487179487181
glass-0-1-5_vs_2,0,CART,RBU,G-mean,0.6602252917735247
glass-0-1-5_vs_2,0,KNN,RBU,Precision,0.10810810810810813
glass-0-1-5_vs_2,0,KNN,RBU,Recall,1.0
glass-0-1-5_vs_2,0,KNN,RBU,AUC,0.5769230769230769
glass-0-1-5_vs_2,0,KNN,RBU,G-mean,0.3922322702763681
glass-0-1-5_vs_2,0,SVM,RBU,Precision,0.0945945945945946
glass-0-1-5_vs_2,0,SVM,RBU,Recall,0.875
glass-0-1-5_vs_2,0,SVM,RBU,AUC,0.5080128205128206
glass-0-1-5_vs_2,0,SVM,RBU,G-mean,0.351279711764622
glass-0-1-5_vs_2,0,MLP,RBU,Precision,0.1095890410958904
glass-0-1-5_vs_2,0,MLP,RBU,Recall,1.0
glass-0-1-5_vs_2,0,MLP,RBU,AUC,0.5833333333333333
glass-0-1-5_vs_2,0,MLP,RBU,G-mean,0.40824829046386296
vehicle1,1,CART,RBO,Precision,0.4955752212389381
vehicle1,1,CART,RBO,Recall,0.5137614678899083
vehicle1,1,CART,RBO,AUC,0.6661164027347629
vehicle1,1,CART,RBO,G-mean,0.6484589700364404
vehicle1,1,KNN,RBO,Precision,0.4875
vehicle1,1,KNN,RBO,Recall,0.7155963302752294
vehicle1,1,KNN,RBO,AUC,0.7272249167299715
vehicle1,1,KNN,RBO,G-mean,0.7271319381583912
vehicle1,1,SVM,RBO,Precision,0.5329341317365269
vehicle1,1,SVM,RBO,Recall,0.8165137614678899
vehicle1,1,SVM,RBO,AUC,0.7840530590778941
vehicle1,1,SVM,RBO,G-mean,0.7833808155997641
vehicle1,1,MLP,RBO,Precision,0.6439393939393939
vehicle1,1,MLP,RBO,Recall,0.7798165137614679
vehicle1,1,MLP,RBO,AUC,0.8150674925495237
vehicle1,1,MLP,RBO,G-mean,0.8143048482635062
vehicle1,9,CART,RBU,Precision,0.4230769230769231
vehicle1,9,CART,RBU,Recall,0.7064220183486238
vehicle1,9,CART,RBU,AUC,0.6860135569450125
vehicle1,9,CART,RBU,G-mean,0.6857099204587063
vehicle1,9,KNN,RBU,Precision,0.4744897959183674
vehicle1,9,KNN,RBU,Recall,0.8532110091743119
vehicle1,9,KNN,RBU,AUC,0.7625927657336528
vehicle1,9,KNN,RBU,G-mean,0.7571895801614225
vehicle1,9,SVM,RBU,Precision,0.5142857142857142
vehicle1,9,SVM,RBU,Recall,0.8256880733944955
vehicle1,9,SVM,RBU,AUC,0.7774937182259101
vehicle1,9,SVM,RBU,G-mean,0.7759985734591496
vehicle1,9,MLP,RBU,Precision,0.5806451612903226
vehicle1,9,MLP,RBU,Recall,0.8256880733944955
vehicle1,9,MLP,RBU,AUC,0.8093408519838718
vehicle1,9,MLP,RBU,G-mean,0.8091757429892049
yeast1,0,CART,PAO,Precision,0.5126903553299492
yeast1,0,CART,PAO,Recall,0.4719626168224299
yeast1,0,CART,PAO,AUC,0.6450722175021241
yeast1,0,CART,PAO,G-mean,0.6214106789761699
yeast1,0,KNN,PAO,Precision,0.502092050209205
yeast1,0,KNN,PAO,Recall,0.5607476635514018
yeast1,0,KNN,PAO,AUC,0.667684437836307
yeast1,0,KNN,PAO,G-mean,0.6590652735763921
yeast1,0,SVM,PAO,Precision,0.5082508250825083
yeast1,0,SVM,PAO,Recall,0.7196261682242991
yeast1,0,SVM,PAO,AUC,0.7187145992636645
yeast1,0,SVM,PAO,G-mean,0.7187140211772413
yeast1,0,MLP,PAO,Precision,0.5421245421245421
yeast1,0,MLP,PAO,Recall,0.6915887850467289
yeast1,0,MLP,PAO,AUC,0.7274231804021523
yeast1,0,MLP,PAO,G-mean,0.7265400054339014
winequality-red-8_vs_6,0,CART,RBU,Precision,0.05511811023622047
winequality-red-8_vs_6,0,CART,RBU,Recall,0.7777777777777778
winequality-red-8_vs_6,0,CART,RBU,AUC,0.7008011145942181
winequality-red-8_vs_6,0,CART,RBU,G-mean,0.6965606904941042
winequality-red-8_vs_6,0,KNN,RBU,Precision,0.05921052631578948
winequality-red-8_vs_6,0,KNN,RBU,Recall,1.0
winequality-red-8_vs_6,0,KNN,RBU,AUC,0.7758620689655172
